Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
vert.x,io.vertx.core.cli,OptionConverter,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.vertx.core.json.JsonArray
vert.x,io.vertx.core.cli,Argument,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DEFAULT_ARG_NAME
vert.x,io.vertx.core.cli,Option,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DEFAULT_ARG_NAME; NO_NAME
vert.x,io.vertx.core.cli,UsageMessageFormatter,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DEFAULT_WIDTH; DEFAULT_LEFT_PAD; DEFAULT_DESC_PAD; DEFAULT_USAGE_PREFIX; DEFAULT_OPT_PREFIX; DEFAULT_LONG_OPT_PREFIX; DEFAULT_LONG_OPT_SEPARATOR; DEFAULT_ARG_NAME
vert.x,io.vertx.core.cli,AmbiguousOptionExceptionTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.vertx.core.cli.AmbiguousOptionException
vert.x,io.vertx.core.cli,OptionTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.vertx.core.cli.Option
vert.x,io.vertx.core.datagram,DatagramSocketOptions,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DEFAULT_BROADCAST; isLoopbackModeDisabled; defaultMulticastTTL; multicastInterface; DEFAULT_REUSE_ADDRESS; DEFAULT_IPV6
vert.x,io.vertx.core.datagram,DatagramTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.vertx.core.datagram.DatagramSocketOptions; io.vertx.core.datagram.DatagramSocket; io.vertx.core.json.JsonObject
vert.x,io.vertx.core.datagram,DatagramTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
vert.x,io.vertx.core.datagram,DatagramTest,Law of Demeter violation,The tool detected the smell in this method (testWorker) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.Future.mapEmpty; io.vertx.core.datagram.DatagramSocket.listen
vert.x,io.vertx.core.datagram,DatagramTest,Law of Demeter violation,The tool detected the smell in this method (start) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.Future.mapEmpty; io.vertx.core.datagram.DatagramSocket.listen
vert.x,io.vertx.core,VertxOptionsConverter,Law of Demeter violation,The tool detected the smell in this method (toJson) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.dns.AddressResolverOptions.toJson; io.vertx.core.VertxOptions.getAddressResolverOptions
vert.x,io.vertx.core,VertxOptionsConverter,Law of Demeter violation,The tool detected the smell in this method (toJson) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getEventBusOptions; io.vertx.core.eventbus.EventBusOptions.toJson
vert.x,io.vertx.core,VertxOptionsConverter,Law of Demeter violation,The tool detected the smell in this method (toJson) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.file.FileSystemOptions.toJson; io.vertx.core.VertxOptions.getFileSystemOptions
vert.x,io.vertx.core,VertxOptionsConverter,Law of Demeter violation,The tool detected the smell in this method (toJson) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.metrics.MetricsOptions.toJson; io.vertx.core.VertxOptions.getMetricsOptions
vert.x,io.vertx.core,VertxOptionsConverter,Law of Demeter violation,The tool detected the smell in this method (toJson) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getTracingOptions; io.vertx.core.tracing.TracingOptions.toJson
vert.x,io.vertx.core,DeploymentOptions,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.vertx.core.json.JsonObject
vert.x,io.vertx.core,DeploymentOptions,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DEFAULT_WORKER; DEFAULT_HA; DEFAULT_INSTANCES
vert.x,io.vertx.core,DeploymentOptions,Law of Demeter violation,The tool detected the smell in this method (DeploymentOptions) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.DeploymentOptions.getConfig; io.vertx.core.json.JsonObject.copy
vert.x,io.vertx.core,Vertx,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 24
vert.x,io.vertx.core,Vertx,Law of Demeter violation,The tool detected the smell in this method (vertx) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.impl.VertxBuilder.vertx; io.vertx.core.impl.VertxBuilder.init
vert.x,io.vertx.core,Vertx,Law of Demeter violation,The tool detected the smell in this method (clusteredVertx) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.impl.VertxBuilder.init; io.vertx.core.impl.VertxBuilder.clusteredVertx
vert.x,io.vertx.core,VertxOptions,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.vertx.core.eventbus.EventBusOptions; io.vertx.core.dns.AddressResolverOptions
vert.x,io.vertx.core,VertxOptions,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DEFAULT_EVENT_LOOP_POOL_SIZE; DEFAULT_WORKER_POOL_SIZE; DEFAULT_INTERNAL_BLOCKING_POOL_SIZE; DEFAULT_BLOCKED_THREAD_CHECK_INTERVAL; DEFAULT_BLOCKED_THREAD_CHECK_INTERVAL_UNIT; DEFAULT_MAX_EVENT_LOOP_EXECUTE_TIME; DEFAULT_MAX_EVENT_LOOP_EXECUTE_TIME_UNIT; DEFAULT_MAX_WORKER_EXECUTE_TIME; DEFAULT_MAX_WORKER_EXECUTE_TIME_UNIT; DEFAULT_QUORUM_SIZE; DEFAULT_HA_GROUP; DEFAULT_HA_ENABLED; DEFAULT_PREFER_NATIVE_TRANSPORT; DEFAULT_WARNING_EXCEPTION_TIME_UNIT; DEFAULT_DISABLE_TCCL; DEFAULT_USE_DAEMON_THREAD
vert.x,io.vertx.core,VertxOptions,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
vert.x,io.vertx.core,AbstractVerticleTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.vertx.core.json.JsonObject
vert.x,io.vertx.core,BlockedThreadCheckerTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.vertx.core.VertxOptions; io.vertx.core.DeploymentOptions
vert.x,io.vertx.core,BlockedThreadCheckerTest,Law of Demeter violation,The tool detected the smell in this method (catchBlockedThreadEvents) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.impl.VertxInternal.blockedThreadChecker; io.vertx.core.impl.btc.BlockedThreadChecker.setThreadBlockedHandler
vert.x,io.vertx.core,BlockedThreadCheckerTest,Law of Demeter violation,The tool detected the smell in this method (testNamedWorkerPoolMaxExecuteWorkerTime) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.DeploymentOptions.setWorkerPoolName; io.vertx.core.DeploymentOptions.setMaxWorkerExecuteTime
vert.x,io.vertx.core,BlockedThreadCheckerTest,Law of Demeter violation,The tool detected the smell in this method (testCustomThreadBlockedHandler) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.impl.VertxInternal.blockedThreadChecker; io.vertx.core.impl.btc.BlockedThreadChecker.setThreadBlockedHandler
vert.x,io.vertx.core,ComplexHATest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.vertx.core.DeploymentOptions; io.vertx.core.json.JsonObject
vert.x,io.vertx.core,ComplexHATest,Law of Demeter violation,The tool detected the smell in this method (deployRandomVerticles) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.DeploymentOptions.setConfig; io.vertx.core.DeploymentOptions.setHa
vert.x,io.vertx.core,ComplexHATest,Law of Demeter violation,The tool detected the smell in this method (checkHasDeployments) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.impl.Deployment.deploymentOptions; io.vertx.core.json.JsonObject.equals; io.vertx.core.DeploymentOptions.toJson
vert.x,io.vertx.core,ComplexHATest,Law of Demeter violation,The tool detected the smell in this method (checkHasDeployments) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.impl.Deployment.deploymentOptions; io.vertx.core.DeploymentOptions.toJson
vert.x,io.vertx.core,ContextTaskTest,Law of Demeter violation,The tool detected the smell in this method (testOpFromAnotherEventLoop) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.ContextTaskTest.createEventLoopContext; io.vertx.core.impl.ContextInternal.nettyEventLoop
vert.x,io.vertx.core,ContextTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.vertx.core.impl.ContextInternal
vert.x,io.vertx.core,ContextTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
vert.x,io.vertx.core,ContextTest,Law of Demeter violation,The tool detected the smell in this method (testUnwrapPromiseWithoutContext) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.Future.result; io.vertx.core.Promise.future
vert.x,io.vertx.core,ConversionHelperTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.vertx.core.json.JsonArray; io.vertx.core.json.JsonObject
vert.x,io.vertx.core,CreateVertxTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.vertx.core.VertxOptions
vert.x,io.vertx.core,CustomerLauncherLowMemoryTest.Launcher,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
vert.x,io.vertx.core,CustomerLauncherLowMemoryTest.Verticle,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
vert.x,io.vertx.core,DeploymentTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.vertx.core.DeploymentOptions; io.vertx.core.impl.verticle.CompilingClassLoader; io.vertx.core.AbstractVerticle; io.vertx.core.json.JsonObject
vert.x,io.vertx.core,DeploymentTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
vert.x,io.vertx.core,DeploymentTest,Law of Demeter violation,The tool detected the smell in this method (testCopyOptions) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.DeploymentOptions.getConfig; io.vertx.core.json.JsonObject.getString
vert.x,io.vertx.core,DeploymentTest,Law of Demeter violation,The tool detected the smell in this method (testJsonOptions) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.DeploymentOptions.getConfig; io.vertx.core.json.JsonObject.getString
vert.x,io.vertx.core,DeploymentTest,Law of Demeter violation,The tool detected the smell in this method (testToJson) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.DeploymentOptions.getConfig; io.vertx.core.json.JsonObject.getString
vert.x,io.vertx.core,DeploymentTest,Law of Demeter violation,The tool detected the smell in this method (testDeployWorkerWithConfig) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.DeploymentOptions.setConfig; io.vertx.core.DeploymentOptions.setWorker
vert.x,io.vertx.core,DeploymentTest,Law of Demeter violation,The tool detected the smell in this method (testGetInstanceCount) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.Vertx.getOrCreateContext; io.vertx.core.Context.getInstanceCount
vert.x,io.vertx.core,DeploymentTest,Law of Demeter violation,The tool detected the smell in this method (testDeploySupplier) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.DeploymentOptions.setConfig; io.vertx.core.DeploymentOptions.setInstances
vert.x,io.vertx.core,DeploymentTest,Law of Demeter violation,The tool detected the smell in this method (testDeployClass) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.DeploymentOptions.setConfig; io.vertx.core.DeploymentOptions.setInstances
vert.x,io.vertx.core,DeploymentTest,Law of Demeter violation,The tool detected the smell in this method (testUndeployParentDuringChildDeployment) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.Vertx.deployVerticle; io.vertx.core.Context.owner
vert.x,io.vertx.core,DeploymentTest,Law of Demeter violation,The tool detected the smell in this method (testContextClassLoader) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.file.FileSystem.props; io.vertx.core.Vertx.fileSystem
vert.x,io.vertx.core,DeploymentTest,Law of Demeter violation,The tool detected the smell in this method (start) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.file.FileSystem.props; io.vertx.core.Vertx.fileSystem
vert.x,io.vertx.core,DeploymentTest.ParentVerticle,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
vert.x,io.vertx.core,DeploymentTest.ChildVerticle,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
vert.x,io.vertx.core,DeploymentTest.MyVerticle,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
vert.x,io.vertx.core,DeploymentTest.ReferenceSavingMyVerticle,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
vert.x,io.vertx.core,FakeContext,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
vert.x,io.vertx.core,FutureTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.vertx.core.AsyncResult
vert.x,io.vertx.core,FutureTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
vert.x,io.vertx.core,FutureTest,Law of Demeter violation,The tool detected the smell in this method (testCreateWithHandler) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.Future.isComplete; io.vertx.core.Promise.future
vert.x,io.vertx.core,FutureTest,Law of Demeter violation,The tool detected the smell in this method (testResolveFutureToHandler) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.Future.isComplete; io.vertx.core.Promise.future
vert.x,io.vertx.core,FutureTest,Law of Demeter violation,The tool detected the smell in this method (testResolveFutureToHandler) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.Future.succeeded; io.vertx.core.Promise.future
vert.x,io.vertx.core,FutureTest,Law of Demeter violation,The tool detected the smell in this method (testResolveFutureToHandler) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.Future.result; io.vertx.core.Promise.future
vert.x,io.vertx.core,FutureTest,Law of Demeter violation,The tool detected the smell in this method (testFailFutureToHandler) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.Future.isComplete; io.vertx.core.Promise.future
vert.x,io.vertx.core,FutureTest,Law of Demeter violation,The tool detected the smell in this method (testFailFutureToHandler) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.Promise.future; io.vertx.core.Future.failed
vert.x,io.vertx.core,FutureTest,Law of Demeter violation,The tool detected the smell in this method (testFailFutureToHandler) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.Future.cause; io.vertx.core.Promise.future
vert.x,io.vertx.core,FutureTest,Law of Demeter violation,The tool detected the smell in this method (testCompleteCause) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.Future.onFailure; io.vertx.core.Promise.future
vert.x,io.vertx.core,FutureTest,Law of Demeter violation,The tool detected the smell in this method (testCompleteCause) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.Future.onFailure; io.vertx.core.Promise.future
vert.x,io.vertx.core,FutureTest,Law of Demeter violation,The tool detected the smell in this method (testToString) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.Promise.promise; io.vertx.core.Promise.future
vert.x,io.vertx.core,FutureTest,Law of Demeter violation,The tool detected the smell in this method (testToCompletionStageDelayedCompletion) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.Promise.future; io.vertx.core.Future.toCompletionStage
vert.x,io.vertx.core,FutureTest,Law of Demeter violation,The tool detected the smell in this method (testToCompletionStageDelayedCompletion) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.Promise.future; io.vertx.core.Future.toCompletionStage
vert.x,io.vertx.core,FutureTest,Law of Demeter violation,The tool detected the smell in this method (testCompletedFuturesContext) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.Future.onFailure; io.vertx.core.Future.failedFuture
vert.x,io.vertx.core,FutureTest,Law of Demeter violation,The tool detected the smell in this method (testCompletedFuturesContext) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.Future.onFailure; io.vertx.core.impl.ContextInternal.failedFuture
vert.x,io.vertx.core,HATest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.vertx.core.VertxOptions; io.vertx.core.DeploymentOptions; io.vertx.core.json.JsonObject
vert.x,io.vertx.core,HATest,Law of Demeter violation,The tool detected the smell in this method (testNonHADeployments) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.impl.Deployment.verticleIdentifier; io.vertx.core.impl.VertxInternal.getDeployment
vert.x,io.vertx.core,HATest,Law of Demeter violation,The tool detected the smell in this method (testCloseRemovesFromCluster) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.impl.Deployment.verticleIdentifier; io.vertx.core.impl.VertxInternal.getDeployment
vert.x,io.vertx.core,HATest,Law of Demeter violation,The tool detected the smell in this method (startVertx) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.setClusterManager; io.vertx.core.VertxOptions.setHAEnabled
vert.x,io.vertx.core,HATest,Law of Demeter violation,The tool detected the smell in this method (startVertx) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getEventBusOptions; io.vertx.core.eventbus.EventBusOptions.setHost
vert.x,io.vertx.core,HATest,Law of Demeter violation,The tool detected the smell in this method (checkDeploymentExists) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.json.JsonObject.equals; io.vertx.core.DeploymentOptions.toJson
vert.x,io.vertx.core,HATest,Law of Demeter violation,The tool detected the smell in this method (checkDeploymentExists) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.impl.Deployment.deploymentOptions; io.vertx.core.DeploymentOptions.toJson
vert.x,io.vertx.core,IsolatingClassLoaderTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.vertx.core.impl.IsolatingClassLoader; io.vertx.core.json.JsonObject
vert.x,io.vertx.core,LauncherTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.vertx.core.VertxOptions; io.vertx.core.json.JsonObject
vert.x,io.vertx.core,LauncherTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testConfigureFromSystemProperties) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getMetricsOptions; io.vertx.core.metrics.MetricsOptions.isEnabled
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testConfigureFromJson) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.json.JsonObject.toBuffer; io.vertx.core.buffer.Buffer.getBytes
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testConfigureFromJson) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getMetricsOptions; io.vertx.core.metrics.MetricsOptions.isEnabled
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testConfigureFromJson) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getEventBusOptions; io.vertx.core.eventbus.EventBusOptions.getClusterPublicHost
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testConfigureFromSystemPropertiesInvalidPropertyName) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getMetricsOptions; io.vertx.core.metrics.MetricsOptions.isEnabled
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testConfigureFromSystemPropertiesInvalidPropertyName) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getMetricsOptions; io.vertx.core.metrics.MetricsOptions.setEnabled
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testConfigureFromSystemPropertiesInvalidPropertyType) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getMetricsOptions; io.vertx.core.metrics.MetricsOptions.isEnabled
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testConfigureFromSystemPropertiesInvalidPropertyType) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getMetricsOptions; io.vertx.core.metrics.MetricsOptions.setEnabled
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testCustomMetricsOptionsFromJson) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.json.JsonObject.toBuffer; io.vertx.core.buffer.Buffer.getBytes
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testConfigureClusterHostPortFromProperties) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getEventBusOptions; io.vertx.core.eventbus.EventBusOptions.getHost
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testConfigureClusterHostPortFromProperties) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getEventBusOptions; io.vertx.core.eventbus.EventBusOptions.getPort
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testConfigureClusterHostPortFromProperties) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getEventBusOptions; io.vertx.core.eventbus.EventBusOptions.getClusterPublicHost
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testConfigureClusterHostPortFromProperties) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getEventBusOptions; io.vertx.core.eventbus.EventBusOptions.getClusterPublicPort
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testConfigureClusterHostPortFromCommandLine) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getEventBusOptions; io.vertx.core.eventbus.EventBusOptions.getHost
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testConfigureClusterHostPortFromCommandLine) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getEventBusOptions; io.vertx.core.eventbus.EventBusOptions.getPort
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testConfigureClusterHostPortFromCommandLine) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getEventBusOptions; io.vertx.core.eventbus.EventBusOptions.getClusterPublicHost
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testConfigureClusterHostPortFromCommandLine) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getEventBusOptions; io.vertx.core.eventbus.EventBusOptions.getClusterPublicPort
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testConfigureClusterPublicHostPortFromCommandLine) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getEventBusOptions; io.vertx.core.eventbus.EventBusOptions.getClusterPublicHost
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testConfigureClusterPublicHostPortFromCommandLine) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getEventBusOptions; io.vertx.core.eventbus.EventBusOptions.getClusterPublicPort
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testOverrideClusterHostPortFromProperties) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getEventBusOptions; io.vertx.core.eventbus.EventBusOptions.getHost
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testOverrideClusterHostPortFromProperties) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getEventBusOptions; io.vertx.core.eventbus.EventBusOptions.getPort
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testOverrideClusterHostPortFromProperties) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getEventBusOptions; io.vertx.core.eventbus.EventBusOptions.getClusterPublicHost
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testOverrideClusterHostPortFromProperties) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getEventBusOptions; io.vertx.core.eventbus.EventBusOptions.getClusterPublicPort
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testOverrideClusterHostPortFromCommandLine) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getEventBusOptions; io.vertx.core.eventbus.EventBusOptions.getHost
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testOverrideClusterHostPortFromCommandLine) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getEventBusOptions; io.vertx.core.eventbus.EventBusOptions.getPort
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testOverrideClusterHostPortFromCommandLine) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getEventBusOptions; io.vertx.core.eventbus.EventBusOptions.getClusterPublicHost
vert.x,io.vertx.core,LauncherTest,Law of Demeter violation,The tool detected the smell in this method (testOverrideClusterHostPortFromCommandLine) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.getEventBusOptions; io.vertx.core.eventbus.EventBusOptions.getClusterPublicPort
vert.x,io.vertx.core,NamedWorkerPoolTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.vertx.core.VertxOptions; io.vertx.core.Vertx
vert.x,io.vertx.core,NamedWorkerPoolTest,Law of Demeter violation,The tool detected the smell in this method (testMaxExecuteTime1) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.setMaxWorkerExecuteTimeUnit; io.vertx.core.VertxOptions.setMaxWorkerExecuteTime
vert.x,io.vertx.core,NamedWorkerPoolTest,Law of Demeter violation,The tool detected the smell in this method (testMaxExecuteTime2) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.VertxOptions.setMaxWorkerExecuteTimeUnit; io.vertx.core.VertxOptions.setMaxWorkerExecuteTime
vert.x,io.vertx.core,NamedWorkerPoolTest,Law of Demeter violation,The tool detected the smell in this method (testDeployUsingNamedWorkerDoesNotCreateExtraEventLoop) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.DeploymentOptions.setWorkerPoolName; io.vertx.core.DeploymentOptions.setInstances
vert.x,io.vertx.core,NamedWorkerPoolTest,Law of Demeter violation,The tool detected the smell in this method (testDeployWorkerUsingNamedPool) because the method voilates the law of Demeter. The long chain of method invocations is : io.vertx.core.DeploymentOptions.setWorkerPoolName; io.vertx.core.DeploymentOptions.setWorker
vert.x,io.vertx.core,VertxOptionsTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.vertx.core.VertxOptions
